BayerF,Common,Parallax,Distance,Umag,Vmag,Bmag,Temp,RA_decimal,Dec_decimal,Diameter_U,Diameter_V,Diameter_B
ι² Muscae,,,,6.33,6.63,6.57,12000.0,13.455083333333333,-73.30805555555555,0.14,0.13,0.12
,,,,6.95,6.63,7.0,7350.0,14.457583333333332,41.025,0.29,0.26,0.24
,,0.036,27.77777777777778,7.33,6.63,7.22,6000.0,16.410999999999998,-28.296666666666667,0.45,0.38,0.35
,,,,6.79,6.63,6.7,9500.0,18.130111111111113,13.071111111111112,0.17,0.17,0.17
,,,,6.989999999999999,6.63,6.9399999999999995,7200.0,18.28466666666667,1.0058333333333334,0.3,0.27,0.26
,,,,,6.63,,4250.0,18.30213888888889,23.296666666666667,,0.96,
,,,,,6.63,6.61,14000.0,18.488,-37.14888888888889,,0.11,0.1
,,,,6.3100000000000005,6.63,6.58,14000.0,18.87825,-29.265833333333333,0.11,0.11,0.1
,,,,6.1499999999999995,6.63,6.59,12000.0,18.934416666666667,17.995,0.15,0.13,0.12
,,,,10.02,6.63,8.18,4250.0,20.34058333333333,-5.638333333333334,0.51,0.96,0.7
,,,,6.03,6.63,6.53,20000.0,20.93691666666667,51.075,0.08,0.08,0.07
,,,,5.81,6.63,6.47,22000.0,21.166277777777776,45.5025,0.08,0.08,0.07
,,,,6.66,6.63,6.66,9750.0,21.304472222222223,-74.65333333333334,0.17,0.16,0.16
,,,,6.659999999999999,6.63,6.64,9750.0,21.379694444444446,38.634166666666665,0.17,0.16,0.16
,,,,7.0200000000000005,6.62,6.890000000000001,9000.0,5.0769166666666665,32.32027777777778,0.17,0.18,0.17
,,,,,6.62,,5000.0,5.333972222222222,44.425555555555555,,0.6,
,,,,6.75,6.62,6.67,9500.0,6.2123333333333335,-1.4955555555555555,0.17,0.17,0.17
,,,,5.99,6.62,6.49,18000.0,6.7675833333333335,-38.46,0.09,0.09,0.08
,,,,5.68,6.62,6.45,26000.0,7.116694444444444,-25.342222222222222,0.08,0.07,0.06
,,,,,6.62,6.73,9500.0,8.46486111111111,-25.8675,,0.17,0.16
,,,,,6.62,6.7,9500.0,9.326027777777778,-10.685833333333333,,0.17,0.17
,,,,7.0600000000000005,6.62,7.08,6600.0,11.954055555555556,40.343611111111116,0.38,0.32,0.3
,,,,,6.62,7.3,7050.0,12.941694444444444,-25.539722222222224,,0.28,0.23
,,,,6.71,6.62,6.68,9750.0,13.314194444444444,3.687777777777778,0.17,0.16,0.16
,,,,,6.62,7.7,4850.0,18.821444444444445,-33.25138888888889,,0.65,0.54
,,,,,6.62,6.7,10000.0,18.97236111111111,-23.12333333333333,,0.16,0.15
,,,,,6.62,6.890000000000001,8250.0,19.777638888888887,25.133888888888887,,0.21,0.2
π¹ Gruis,,,,10.489999999999998,6.62,8.629999999999999,2750.0,22.37886111111111,-44.05222222222223,5.15,5.32,4.57
,,,,,6.62,7.25,6150.0,22.76888888888889,-47.02111111111111,,0.37,0.33
,,,,7.0,6.62,6.99,6750.0,23.36616666666667,26.60888888888889,0.36,0.3,0.29
,,,,6.91,6.61,6.75,9750.0,1.1073611111111112,-34.33916666666667,0.15,0.16,0.16
,,,,6.220000000000001,6.61,6.5600000000000005,12000.0,1.2734722222222221,48.08222222222223,0.14,0.13,0.12
,,,,6.66,6.61,6.65,9750.0,4.898833333333333,1.5694444444444444,0.17,0.16,0.16
,,,,,6.61,7.73,4850.0,5.799472222222222,-39.347500000000004,,0.66,0.53
,,,,5.62,6.61,6.42,28000.0,6.954111111111112,-21.796666666666667,0.07,0.07,0.06
,,,,,6.61,6.46,26000.0,7.348111111111111,-21.148333333333333,,0.07,0.06
,,,,6.17,6.61,6.53,10000.0,7.528555555555555,-34.11222222222222,0.21,0.16,0.16
,,,,,6.61,7.880000000000001,4850.0,8.005444444444445,-44.543055555555554,,0.66,0.5
,,0.011,90.90909090909092,6.91,6.61,6.83,9500.0,10.821472222222223,-3.9758333333333336,0.16,0.17,0.16
,,,,8.48,6.61,7.69,5000.0,12.184138888888889,-44.577222222222225,0.51,0.6,0.49
,,0.005,200.0,6.86,6.61,6.75,9500.0,14.424944444444444,-18.03027777777778,0.17,0.17,0.16
,,,,7.000000000000001,6.61,6.8100000000000005,8750.0,15.045805555555555,-2.968611111111111,0.19,0.19,0.18
,,,,6.4799999999999995,6.61,6.63,12000.0,16.282999999999998,-20.69611111111111,0.13,0.13,0.12
,,,,6.16,6.61,6.63,24000.0,18.14836111111111,-24.527500000000003,0.07,0.07,0.06
,,,,7.28,6.61,6.99,8250.0,18.84736111111111,-21.83777777777778,0.19,0.21,0.19
,,0.013,76.92307692307692,8.41,6.61,7.710000000000001,6450.0,19.489305555555557,-6.956111111111111,0.22,0.33,0.23
,,,,6.74,6.61,6.640000000000001,9250.0,19.560111111111112,38.76222222222222,0.19,0.18,0.18
,,,,,6.61,6.840000000000001,9500.0,19.66547222222222,-38.56666666666667,,0.17,0.16
,,,,,6.61,7.1000000000000005,7050.0,21.470527777777775,-10.431666666666667,,0.28,0.25
,,,,6.39,6.6,6.56,10000.0,1.4630555555555556,40.33555555555556,0.19,0.16,0.16
,,,,6.4799999999999995,6.6,6.569999999999999,12000.0,2.3369166666666668,64.33722222222222,0.13,0.13,0.12
,,,,6.96,6.6,6.84,7500.0,5.077194444444444,27.69611111111111,0.28,0.25,0.25
,,,,,6.6,,9500.0,5.730194444444445,85.66805555555555,,0.17,
,,0.047,21.27659574468085,7.38,6.6,7.25,5500.0,5.9343055555555555,13.925277777777778,0.59,0.48,0.45
,,0.041,24.390243902439025,7.46,6.6,7.26,5700.0,6.3350277777777775,-47.25888888888889,0.5,0.44,0.4
,,0.003,333.3333333333333,5.81,6.6,6.449999999999999,14000.0,6.3965555555555556,-18.21472222222222,0.14,0.11,0.11
,,,,5.67,6.6,6.43,26000.0,7.22975,-30.916111111111114,0.08,0.07,0.06
,,0.038,26.315789473684212,7.239999999999999,6.6,7.1899999999999995,6000.0,7.339361111111111,-51.69027777777778,0.47,0.39,0.36
,,,,5.609999999999999,6.6,6.3999999999999995,26000.0,7.398416666666667,-29.783055555555556,0.08,0.07,0.06
,,,,,6.6,7.739999999999999,4850.0,7.629111111111111,-34.72277777777778,,0.66,0.53
,,,,,6.6,6.619999999999999,10000.0,8.281722222222223,-20.67972222222222,,0.16,0.16
μ² Chamaeleontis,,,,8.049999999999999,6.6,7.52,5400.0,10.068777777777777,-80.43416666666667,0.47,0.5,0.42
,,,,,6.6,6.659999999999999,9500.0,14.568888888888889,-41.900277777777774,,0.17,0.17
,,,,,6.6,6.609999999999999,9750.0,14.97038888888889,-10.844999999999999,,0.17,0.17
,,,,,6.6,8.129999999999999,4550.0,15.880972222222223,-49.38472222222222,,0.79,0.55
,,,,10.159999999999998,6.6,8.809999999999999,5500.0,17.241027777777777,-38.23305555555556,0.17,0.48,0.22
,,,,,6.6,6.68,9500.0,18.90897222222222,-48.12138888888889,,0.17,0.17
,,,,5.52,6.6,6.409999999999999,26000.0,19.317722222222223,33.388888888888886,0.08,0.07,0.06
,,,,,6.6,6.989999999999999,7050.0,19.504083333333334,-31.907777777777778,,0.28,0.26
,,,,5.889999999999999,6.6,6.449999999999999,14000.0,19.42963888888889,58.02722222222222,0.13,0.11,0.11
,,,,5.93,6.6,6.489999999999999,22000.0,20.547861111111114,43.19166666666666,0.08,0.08,0.07
,,,,6.21,6.6,6.56,12000.0,23.011805555555554,31.083055555555557,0.15,0.13,0.12
,,,,6.95,6.6,7.0,6750.0,23.266083333333334,24.77111111111111,0.37,0.3,0.29
,,,,10.09,6.6,8.17,3350.0,23.685277777777777,-23.839722222222225,1.71,2.25,1.96
,,0.002,500.0,6.92,6.6,6.92,7750.0,22.550805555555556,69.91361111111112,0.26,0.24,0.22
,,,,6.45,6.59,6.55,10000.0,1.5509722222222222,-8.985277777777778,0.18,0.16,0.16
,,,,,6.59,6.68,9250.0,3.6895555555555557,-18.415277777777778,,0.18,0.18
,,,,8.129999999999999,6.59,7.52,5000.0,4.123638888888888,-41.08305555555556,0.6,0.61,0.53
,,,,6.97,6.59,6.97,7200.0,4.14275,-44.13527777777777,0.31,0.27,0.25
,,,,9.969999999999999,6.59,8.12,4400.0,5.488166666666666,-61.68555555555556,0.44,0.88,0.63
,,,,5.63,6.59,6.42,26000.0,5.566,1.4077777777777778,0.08,0.07,0.06
,,,,6.0,6.59,6.53,14000.0,5.6985,23.32638888888889,0.13,0.11,0.1
,,,,6.64,6.59,6.62,9500.0,5.908944444444445,11.7625,0.18,0.17,0.17
,,,,6.27,6.59,6.54,14000.0,6.038083333333333,1.6944444444444444,0.11,0.11,0.1
,,,,6.46,6.59,6.56,10000.0,6.292583333333333,14.058333333333334,0.18,0.16,0.16
,,,,,6.59,,7750.0,6.483333333333333,11.019444444444446,,0.24,
,,,,6.999999999999999,6.59,6.859999999999999,7750.0,7.021444444444445,32.41444444444444,0.25,0.24,0.23
,,,,5.930000000000001,6.59,6.57,26000.0,7.031944444444444,5.5575,0.07,0.07,0.06
,,,,,6.59,6.78,8750.0,7.2066944444444445,-26.525833333333335,,0.19,0.19
,,,,6.37,6.59,6.54,10000.0,7.640055555555555,-38.00861111111111,0.19,0.16,0.16
,,,,7.159999999999999,6.59,7.1,6900.0,8.454777777777776,-5.590277777777778,0.32,0.29,0.26
,,,,6.739999999999999,6.59,6.6499999999999995,9500.0,8.968944444444444,1.5416666666666665,0.18,0.17,0.17
,,,,6.96,6.59,6.93,7350.0,11.119,-31.41277777777778,0.29,0.26,0.25
,,,,,6.59,,7200.0,11.701444444444444,22.210833333333333,,0.27,
,,0.005,200.0,6.99,6.59,6.88,7500.0,13.065111111111111,-2.336666666666667,0.27,0.25,0.24
,,,,6.74,6.59,6.67,9500.0,13.225555555555555,72.79888888888888,0.18,0.17,0.17
,,,,8.98,6.59,7.89,5000.0,13.666833333333333,-69.21166666666667,0.41,0.61,0.45
,,,,6.699999999999999,6.59,6.6499999999999995,10000.0,13.691916666666668,-22.550277777777776,0.16,0.16,0.16
,,,,,6.59,7.609999999999999,5200.0,15.06013888888889,34.566111111111105,,0.55,0.45
,,,,6.26,6.59,6.8,8086.0,16.90544444444444,-40.18,0.32,0.22,0.21
,,,,7.0,6.59,6.99,7050.0,16.97822222222222,-13.130277777777778,0.32,0.28,0.26
,,,,6.91,6.59,6.82,8250.0,17.008166666666668,6.583611111111111,0.22,0.21,0.2
,,,,,6.59,,4700.0,17.677111111111113,43.47083333333334,,0.72,
,,,,6.999999999999999,6.59,6.859999999999999,9500.0,18.21944444444444,-3.9883333333333333,0.16,0.17,0.15
,,,,5.98,6.59,6.66,26000.0,18.489444444444445,-24.74361111111111,0.07,0.07,0.06
,,,,5.96,6.59,6.47,22000.0,18.556416666666667,30.8925,0.08,0.08,0.07
,,,,,6.59,6.89,8000.0,18.520777777777777,65.43611111111112,,0.22,0.21
,,,,,6.59,,9750.0,18.820666666666668,25.04638888888889,,0.17,
,,0.009,111.11111111111111,6.819999999999999,6.59,6.76,9500.0,20.86077777777778,-61.57083333333333,0.17,0.17,0.16
,,,,,6.59,6.47,12000.0,21.893333333333334,-9.688333333333333,,0.13,0.13
,,,,6.61,6.59,6.62,10000.0,21.989722222222223,57.65833333333333,0.17,0.16,0.16
,,,,,6.59,8.07,4250.0,23.829083333333333,-61.160555555555554,,0.98,0.73
,,,,6.6899999999999995,6.59,6.64,9250.0,23.941027777777776,83.19111111111111,0.19,0.18,0.18
,,-0.016,-62.5,6.35,6.58,6.54,12000.0,1.4481944444444446,3.5352777777777775,0.14,0.13,0.12
,,,,6.95,6.58,6.88,7500.0,1.4786944444444445,-32.23638888888889,0.28,0.25,0.24
,,,,6.45,6.58,6.61,12000.0,1.6229166666666668,74.30083333333333,0.13,0.13,0.12
,,,,,6.58,,4400.0,5.006444444444444,39.655,,0.88,
,,,,6.85,6.58,6.83,9250.0,5.76375,40.507222222222225,0.18,0.18,0.16
,,0.019,52.631578947368425,7.57,6.58,7.3,5400.0,6.079694444444444,-47.54138888888889,0.58,0.5,0.46
,,,,6.07,6.58,6.5,14000.0,6.225944444444445,18.68027777777778,0.12,0.11,0.1
,,,,,6.58,7.76,4850.0,6.665805555555556,-37.84111111111111,,0.67,0.53
,,,,6.68,6.58,6.64,9750.0,7.473,-36.18972222222222,0.17,0.17,0.16
,,,,7.26,6.58,7.17,6000.0,8.189333333333334,38.731388888888894,0.47,0.39,0.36
,,,,7.51,6.58,7.26,6000.0,8.588722222222223,19.59,0.41,0.39,0.35
,,,,8.79,6.58,7.71,5000.0,9.95422222222222,-63.510555555555555,0.44,0.61,0.49
,,,,7.9399999999999995,6.58,7.34,6450.0,12.90611111111111,-57.56944444444445,0.27,0.34,0.28
,,,,6.77,6.58,6.68,9000.0,14.254694444444445,52.53583333333333,0.19,0.19,0.18
,,0.039,25.641025641025642,7.38,6.58,7.25,6000.0,15.486388888888888,80.44861111111112,0.44,0.39,0.35
,,0.012,83.33333333333333,,6.58,6.68,9500.0,16.73813888888889,-26.54388888888889,,0.17,0.17
,,,,5.6899999999999995,6.58,6.55,28000.0,18.156222222222222,-35.3275,0.07,0.07,0.06
,,,,10.25,6.58,8.25,3500.0,19.34061111111111,-30.182222222222222,1.23,1.92,1.53
,,,,6.23,6.58,6.61,14000.0,19.313472222222224,19.610555555555557,0.11,0.11,0.1
,,,,5.970000000000001,6.58,6.5200000000000005,20000.0,20.656416666666665,45.66694444444444,0.08,0.08,0.07
,,,,8.99,6.58,7.8100000000000005,4850.0,21.146638888888887,-75.7875,0.46,0.67,0.51
,,,,,6.58,,6600.0,21.389722222222222,37.406666666666666,,0.32,
,,,,6.55,6.58,6.55,12000.0,21.415416666666665,49.32333333333334,0.12,0.13,0.12
,,0.032,31.25,7.4,6.58,7.24,5500.0,23.632944444444444,46.19972222222222,0.59,0.48,0.45
,,0.051,19.607843137254903,7.12,6.58,7.13,6000.0,23.991444444444447,33.724444444444444,0.5,0.39,0.37
,,0.051,19.607843137254903,,6.58,,6000.0,23.991444444444447,33.724444444444444,,0.39,
,,,,,6.57,7.91,4400.0,0.4969166666666667,-31.883333333333333,,0.88,0.69
,,,,6.82,6.57,6.720000000000001,9250.0,3.450888888888889,18.75638888888889,0.18,0.18,0.17
,,,,6.62,6.57,6.6000000000000005,10000.0,3.586777777777778,73.34694444444445,0.17,0.16,0.16
,,0.005,200.0,6.04,6.57,6.65,26000.0,3.797944444444444,33.6,0.06,0.07,0.06
,,,,10.14,6.57,8.190000000000001,4250.0,5.193305555555556,-36.60472222222222,0.48,0.98,0.69
,,,,5.99,6.57,6.48,20000.0,5.355361111111111,4.0119444444444445,0.08,0.08,0.07
,,0.002,500.0,6.340000000000001,6.57,6.5200000000000005,12000.0,5.425333333333334,0.5441666666666667,0.14,0.13,0.13
,,,,5.58,6.57,6.390000000000001,28000.0,5.909638888888889,-3.9361111111111113,0.08,0.07,0.06
,,,,5.94,6.57,6.45,16000.0,6.2828888888888885,7.053055555555555,0.11,0.1,0.09
,,,,6.65,6.57,6.71,10000.0,6.501527777777778,9.029166666666667,0.16,0.16,0.15
,,,,6.17,6.57,6.5,14000.0,6.647083333333333,4.700555555555556,0.12,0.11,0.1
,,,,,6.57,7.65,5400.0,6.75725,-51.79888888888889,,0.51,0.39
,,,,,6.57,7.65,5500.0,6.879694444444445,-53.91,,0.48,0.37
,,,,6.51,6.57,6.58,10000.0,7.072277777777778,1.4883333333333333,0.18,0.16,0.16
,,,,,6.57,6.640000000000001,9500.0,7.718583333333333,-48.00722222222222,,0.17,0.17
,,,,5.7700000000000005,6.57,6.44,26000.0,7.775944444444445,-39.94027777777778,0.07,0.07,0.06
ι Cancri,,0.017,58.8235294117647,6.65,6.57,6.61,9250.0,8.777777777777779,28.76527777777778,0.19,0.18,0.18
,,,,,6.57,7.050000000000001,7050.0,10.279333333333334,-19.329444444444444,,0.28,0.26
,,,,,6.57,6.86,7500.0,10.604833333333334,-9.416666666666666,,0.25,0.24
,,,,,6.57,,4250.0,13.578555555555555,76.54666666666667,,0.98,
,,,,6.91,6.57,6.94,6900.0,15.51538888888889,8.579166666666666,0.36,0.3,0.28
,,,,6.31,6.57,6.5,12000.0,15.642416666666666,-38.83916666666667,0.14,0.13,0.13
,,,,8.040000000000001,6.57,7.48,5500.0,17.266472222222223,-86.43361111111112,0.44,0.48,0.4
,,,,,6.57,8.14,4400.0,16.76488888888889,-82.7611111111111,,0.88,0.62
,,,,,6.57,6.71,9500.0,16.911194444444444,-10.2075,,0.17,0.17
,,,,6.74,6.57,6.65,9750.0,17.17938888888889,12.467222222222222,0.17,0.17,0.16
,,,,6.4,6.57,6.58,14000.0,17.588472222222222,-21.95611111111111,0.11,0.11,0.1
,,,,6.750000000000001,6.57,6.680000000000001,9250.0,18.57211111111111,20.46638888888889,0.18,0.18,0.18
,,,,,6.57,7.59,5800.0,19.20272222222222,-36.41722222222222,,0.43,0.33
,,0.044,22.72727272727273,7.430000000000001,6.57,7.220000000000001,5600.0,19.20138888888889,49.85611111111111,0.54,0.46,0.43
,,,,,6.57,,3350.0,19.743944444444445,34.413888888888884,,2.29,
,,,,6.0200000000000005,6.57,6.49,18000.0,19.918472222222224,30.19527777777778,0.09,0.09,0.08
,,,,,6.57,,5300.0,20.038972222222224,64.63444444444445,,0.53,
,,,,6.5,6.57,6.57,10000.0,20.330083333333334,37.1325,0.18,0.16,0.16
,,,,6.180000000000001,6.57,6.470000000000001,14000.0,20.93841666666667,-2.4386111111111113,0.12,0.11,0.11
,,,,,6.57,6.98,7500.0,21.49988888888889,-18.852222222222224,,0.25,0.23
,,,,6.98,6.57,6.8500000000000005,7500.0,22.757944444444444,-87.18166666666667,0.27,0.25,0.24
,,0.057,17.543859649122805,,6.57,,5800.0,22.442833333333333,-15.258611111111112,,0.43,
,,,,6.000000000000001,6.57,6.470000000000001,20000.0,22.44977777777778,56.43333333333333,0.08,0.08,0.07
,,,,7.0,6.57,6.92,7200.0,23.042527777777778,31.780555555555555,0.3,0.27,0.26
,,,,,6.57,,4250.0,23.70411111111111,44.99194444444444,,0.98,
,,0.005,200.0,,6.56,,10000.0,0.3484722222222222,10.976944444444445,,0.16,
,,,,9.54,6.56,7.949999999999999,4700.0,2.9058055555555553,-63.56444444444445,0.4,0.73,0.54
,,,,,6.56,6.3999999999999995,24000.0,5.280027777777778,-16.858333333333334,,0.07,0.07
,,,,6.859999999999999,6.56,6.699999999999999,8250.0,5.490472222222222,77.9775,0.23,0.22,0.21
,,,,5.99,6.56,6.47,14000.0,5.364166666666667,-12.24388888888889,0.13,0.11,0.11
,,,,5.66,6.56,6.43,28000.0,5.589388888888888,-3.506666666666667,0.07,0.07,0.06
,,,,10.579999999999998,6.56,8.809999999999999,3500.0,6.197611111111112,21.86861111111111,1.06,1.94,1.18
,,,,6.3999999999999995,6.56,6.52,10000.0,6.464194444444445,47.405277777777776,0.19,0.16,0.17
,,,,,6.56,6.569999999999999,9750.0,7.444638888888889,-22.28777777777778,,0.17,0.17
,,,,8.59,6.56,7.739999999999999,5800.0,7.681305555555556,-30.339166666666667,0.28,0.43,0.31
,,,,7.569999999999999,6.56,7.289999999999999,5200.0,7.938138888888889,80.26555555555555,0.67,0.56,0.52
,,,,7.26,6.56,7.14,5700.0,7.829222222222222,-19.793055555555558,0.55,0.45,0.42
,,,,6.79,6.56,6.67,9000.0,8.228250000000001,23.137777777777778,0.19,0.19,0.18
,,,,,6.56,6.6,9500.0,8.459249999999999,-19.156111111111112,,0.17,0.17
,,,,6.77,6.56,6.659999999999999,9500.0,9.601416666666667,-63.04944444444444,0.17,0.17,0.17
,,,,8.209999999999999,6.56,7.489999999999999,5100.0,11.5195,48.78916666666667,0.54,0.59,0.51
,,,,6.789999999999999,6.56,6.6899999999999995,9000.0,11.59538888888889,10.911111111111111,0.19,0.19,0.18
,,0.002,500.0,6.92,6.56,6.81,7750.0,12.585083333333333,18.377222222222223,0.26,0.24,0.23
,,,,6.579999999999999,6.56,6.569999999999999,9750.0,12.803972222222223,13.553055555555556,0.18,0.17,0.17
,,,,,6.56,6.659999999999999,9000.0,14.087222222222223,-15.664166666666667,,0.19,0.19
,,,,6.89,6.56,6.84,7500.0,15.584611111111112,1.6688888888888886,0.29,0.25,0.25
,,,,10.16,6.56,8.18,3200.0,16.935111111111112,50.038888888888884,2.18,2.77,2.45
,,0.055,18.181818181818183,7.38,6.56,7.21,5500.0,17.53363888888889,34.270833333333336,0.59,0.49,0.46
,,,,,6.56,,10000.0,17.743166666666667,2.578888888888889,,0.16,
,,0.014,71.42857142857143,7.109999999999999,6.56,7.1,6300.0,18.245555555555555,29.20722222222222,0.43,0.36,0.33
,,,,6.31,6.56,6.489999999999999,12000.0,18.5365,52.11555555555556,0.14,0.13,0.13
,,,,6.329999999999999,6.56,6.609999999999999,12000.0,19.119194444444446,0.6416666666666666,0.14,0.13,0.12
,,,,,6.56,6.54,10000.0,19.16011111111111,-35.835277777777776,,0.16,0.16
,,0.011,90.90909090909092,6.97,6.56,6.85,9750.0,20.227944444444443,24.23888888888889,0.15,0.17,0.15
,,,,6.6899999999999995,6.56,6.64,9500.0,20.56488888888889,10.059722222222224,0.18,0.17,0.17
,,,,5.529999999999999,6.56,6.43,26000.0,20.906222222222222,28.521944444444443,0.08,0.07,0.06
,,0.056,17.857142857142858,7.52,6.56,7.289999999999999,5500.0,21.32938888888889,-25.646944444444443,0.56,0.49,0.44
,,,,,6.56,,9500.0,22.495527777777777,35.72555555555556,,0.17,
,,,,6.97,6.56,6.859999999999999,7750.0,22.778805555555554,-45.06055555555556,0.25,0.24,0.23
,,,,6.93,6.56,6.7299999999999995,9500.0,23.13675,44.56166666666666,0.16,0.17,0.16
,,,,10.559999999999999,6.56,8.44,3200.0,23.705777777777776,64.51555555555555,1.82,2.77,2.17
,,,,6.24,6.55,6.55,12000.0,0.38683333333333336,-30.96388888888889,0.14,0.13,0.12
,,,,6.97,6.55,6.8,7750.0,1.7764722222222222,17.413055555555555,0.25,0.24,0.23
,,,,6.46,6.55,6.53,10000.0,2.257861111111111,-8.534444444444444,0.18,0.16,0.16
,,,,8.42,6.55,7.57,5100.0,2.286222222222222,23.767777777777777,0.49,0.59,0.49
,,,,6.2299999999999995,6.55,6.47,14000.0,2.6588055555555554,-63.71805555555556,0.11,0.11,0.11
,,,,7.01,6.55,7.04,6300.0,3.7889166666666667,-28.098055555555558,0.45,0.36,0.34
,,,,,6.55,6.99,7200.0,4.415666666666667,-33.242222222222225,,0.28,0.25
,,,,8.82,6.55,7.66,4850.0,5.420277777777778,34.85527777777778,0.5,0.67,0.55
,,,,6.26,6.55,6.53,12000.0,5.557972222222222,42.10888888888889,0.14,0.13,0.13
,,,,,6.55,7.92,4550.0,5.889694444444444,-41.078611111111115,,0.81,0.61
,,,,6.31,6.55,6.4799999999999995,12000.0,6.146444444444445,8.67,0.14,0.13,0.13
,,,,6.21,6.55,6.49,12000.0,6.6,4.4975000000000005,0.15,0.13,0.13
,,,,9.89,6.55,8.06,4250.0,6.832722222222222,-44.55,0.54,0.99,0.74
,,,,7.13,6.55,7.09,6750.0,7.354694444444444,-7.121666666666666,0.34,0.31,0.28
,,,,6.92,6.55,6.77,8250.0,7.579444444444444,2.725,0.22,0.22,0.21
,,,,,6.55,6.609999999999999,9250.0,7.7275277777777776,-24.496111111111112,,0.18,0.18
,,0.059,16.949152542372882,7.289999999999999,6.55,7.1499999999999995,5600.0,8.622194444444444,-39.8525,0.58,0.47,0.44
,,,,6.67,6.55,6.59,9750.0,8.85775,-41.495555555555555,0.17,0.17,0.17
,,,,8.26,6.55,7.51,5200.0,9.234222222222222,71.65583333333333,0.49,0.56,0.47
,,0.014,71.42857142857143,,6.55,,7750.0,10.27113888888889,17.740277777777777,,0.24,
,,,,6.96,6.55,6.9799999999999995,6750.0,10.99475,11.705833333333333,0.37,0.31,0.29
,,,,6.829999999999999,6.55,6.7299999999999995,9500.0,11.569444444444445,11.023611111111112,0.17,0.18,0.16
,,,,,6.55,6.85,7500.0,14.27175,-32.75861111111111,,0.26,0.24
,,,,6.88,6.55,6.96,6750.0,17.019333333333332,27.19638888888889,0.38,0.31,0.3
,,0.005,200.0,,6.55,,4250.0,18.846,10.97638888888889,,0.99,
,,,,,6.55,6.9399999999999995,6900.0,19.96147222222222,-37.94166666666667,,0.3,0.28
,,,,6.59,6.55,6.59,9750.0,20.090666666666664,-11.334722222222222,0.18,0.17,0.17
,,,,6.88,6.55,6.78,9250.0,20.489194444444447,20.087777777777777,0.17,0.18,0.17
μ² Octantis,,,,7.42,6.55,7.17,5500.0,20.69547222222222,-74.64944444444446,0.58,0.49,0.46
,,,,6.8999999999999995,6.55,6.84,7750.0,20.918916666666668,-0.6266666666666666,0.26,0.24,0.23
,,,,9.03,6.55,7.7299999999999995,4700.0,22.178472222222222,-74.11944444444445,0.51,0.74,0.59
,,,,,6.55,,4700.0,22.747,52.51722222222222,,0.74,
,,0.042,23.809523809523807,6.88,6.55,6.99,6750.0,23.866,77.59944444444444,0.38,0.31,0.29
,,0.022,45.45454545454546,7.07,6.54,7.04,6300.0,0.7985555555555556,20.92527777777778,0.43,0.36,0.34
,,,,5.89,6.54,6.46,24000.0,1.0796666666666666,51.01,0.07,0.08,0.07
,,,,6.79,6.54,6.73,8750.0,1.1063333333333334,62.76166666666666,0.21,0.2,0.19
,,,,5.9399999999999995,6.54,6.42,20000.0,2.6224444444444446,39.895833333333336,0.09,0.08,0.08
,,,,6.87,6.54,6.7,9000.0,4.306805555555555,9.486666666666666,0.19,0.19,0.18
,,,,7.5,6.54,7.14,5800.0,5.34425,46.96388888888889,0.47,0.43,0.4
,,,,5.989999999999999,6.54,6.43,14000.0,5.32175,-17.490277777777777,0.13,0.11,0.11
,,,,5.550000000000001,6.54,6.36,24000.0,5.604166666666666,-4.351944444444445,0.09,0.08,0.07
,,,,,6.54,,9000.0,5.842777777777777,56.91888888888889,,0.19,
,,,,,6.54,6.44,16000.0,6.2259166666666665,-28.60388888888889,,0.1,0.09
,,,,5.880000000000001,6.54,6.44,20000.0,6.3478611111111105,11.756388888888889,0.09,0.08,0.08
,,,,,6.54,,9750.0,6.671333333333334,79.59944444444444,,0.17,
,,,,5.9399999999999995,6.54,6.43,14000.0,6.750666666666667,-29.41388888888889,0.13,0.11,0.11
,,0.038,26.315789473684212,,6.54,7.0,6600.0,7.447277777777778,21.535833333333336,,0.33,0.31
,,,,6.65,6.54,6.61,9500.0,7.5321388888888885,38.896388888888886,0.18,0.18,0.17
,,,,8.32,6.54,7.55,5000.0,7.5473888888888885,22.887777777777778,0.55,0.62,0.52
,,,,6.05,6.54,6.45,16000.0,7.6994444444444445,-37.471111111111114,0.1,0.1,0.09
,,,,5.8100000000000005,6.54,6.44,24000.0,7.751277777777778,-36.11222222222222,0.08,0.08,0.07
,,,,,6.54,,8250.0,8.206138888888889,14.00388888888889,,0.22,
,,,,,6.54,7.67,4850.0,9.376861111111111,-38.22527777777778,,0.68,0.55
,,,,6.609999999999999,6.54,6.59,9500.0,9.454055555555556,-8.776388888888889,0.19,0.18,0.17
,,,,,6.54,7.73,4850.0,10.047027777777778,-29.4225,,0.68,0.53
,,0.007,142.85714285714286,6.96,6.54,7.0,6600.0,10.38738888888889,5.694166666666667,0.4,0.33,0.31
,,0.049,20.408163265306122,7.22,6.54,7.14,5800.0,11.131777777777778,-29.825277777777778,0.53,0.43,0.4
,,0.003,333.3333333333333,6.72,6.54,6.64,9250.0,11.918249999999999,46.47694444444445,0.19,0.18,0.18
,,0.016,62.5,,6.54,6.99,7050.0,12.263055555555555,-22.646388888888886,,0.29,0.26
,,0.016,62.5,6.88,6.54,6.87,7200.0,12.302666666666667,-2.0513888888888885,0.32,0.28,0.26
